name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
12 Heathfield Road Brighton East VIC 3187,"$2,300.00","[-37.92743249999999, 145.0064328]","['5 Beds', '4 Baths', '3 Parking']",Simone Buckley,"Tuesday, 8th November 2022",House,"['0.7 km away', '1.4 km away', '4.9 km away']"
399 Brunswick Road Brunswick VIC 3056,"$1,200.00","[-37.7755806, 144.9502783]","['5 Beds', '3 Baths', '2 Parking']",Helena  Eglezos,"Friday, 7th October 2022",House,"['0.7 km away', '0.8 km away']"
8 Hound Street Wyndham Vale VIC 3024,$450.00,"[-37.8725439, 144.6164186]","['5 Beds', '2 Baths', '2 Parking', '407m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 15th October 2022",House,['1.3 km away']
1 Hackberry Place Berwick VIC 3806,$580 p.w.,"[-38.0750446, 145.3593104]","['5 Beds', '2 Baths', '2 Parking', '542m² ']","Beautifully built home located in the Orchard Rise Estate, located close to schools, public transport and a short drive to Eden Rise Shopping Centre.
This family home presents 4 bedrooms plus a study or 5th bed.
Master featuring full Ensuite with his &amp; hers vanity as well as his &amp; hers walk in robes. The generously sized additional bedrooms are fitted with built in robes.
Kitchen boasting stone","Friday, 21st October 2022",House,"['1.4 km away', '2.6 km away', '19.7 km away']"
72-80 Waterson Place Drysdale VIC 3222,"$1,200 pw","[-38.1820385, 144.5787176]","['5 Beds', '3 Baths', '10 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 27th September 2022",House,"['1.6 km away', '2.2 km away']"
39 Westonbury Drive Truganina VIC 3029,$490,"[-37.8480509, 144.730631]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 23rd September 2022",House,"['0.7 km away', '1.4 km away', '4.8 km away']"
42 St Georges Boulevard Mickleham VIC 3064,$600 wk,"[-37.5313839, 144.9068491]","['5 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 20th September 2022",House,['5.6 km away']
45 Medallion Boulevard Tarneit VIC 3029,$550 per week,"[-37.8400622, 144.640716]","['5 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['3.5 km away', '3.5 km away']"
7 Halliday Street Mount Waverley VIC 3149,$900,"[-37.8797615, 145.1115051]","['5 Beds', '2 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 21st October 2022",House,"['1 km away', '1.9 km away', '12 km away']"
2 Almond Court Thomastown VIC 3074,$500 Per Week,"[-37.6800626, 145.0045819]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '0.4 km away', '1.7 km away']"
15 Abingdon Boulevard Lara VIC 3212,$580,"[-38.0286856, 144.3987109]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",House,"['0.3 km away', '1.7 km away', '10.9 km away']"
15 Kyogle Avenue Point Cook VIC 3030,$500 per week,"[-37.9098998, 144.7181779]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 5th October 2022",House,"['1.2 km away', '2.9 km away']"
25 Viogner Place Waurn Ponds VIC 3216,$550 weekly,"[-38.2154627, 144.3024468]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 12th October 2022",House,"['2.2 km away', '2.5 km away', '8.6 km away']"
6 Bass Street Flinders VIC 3929,$1300 Per Week,"[-38.4766732, 145.0226621]","['5 Beds', '2 Baths', '2 Parking']",Chelsey O’Brien,Available Now,House,"['12.4 km away', '14.9 km away']"
9 Forestmill Way Strathtulloh VIC 3338,"$550pw/$2,390pcm","[-37.7232308, 144.5908037]","['5 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['2.6 km away', '5.1 km away']"
43 Rose Avenue Glen Waverley VIC 3150,"$1,200 Per Week","[-37.8766438, 145.1572012]","['5 Beds', '5 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '1 km away', '12.5 km away']"
14 Bellfield Court Wyndham Vale VIC 3024,$410,"[-37.8826477, 144.6154288]","['5 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 26th September 2022",House,['1.5 km away']
136 Richardson Street Albert Park VIC 3206,$2500.00 per week,"[-37.845378, 144.9534616]","['5 Beds', '2 Baths', '1 Parking']",Maree Naylor,"Friday, 2nd December 2022",House,"['0.4 km away', '0.5 km away', '1.4 km away']"
2/47 Briggs Street Mount Waverley VIC 3149,$800.00,"[-37.8963456, 145.1126257]","['5 Beds', '3 Baths', '2 Parking']",Steven Zarokostas,Available Now,Townhouse,"['0.6 km away', '3.5 km away', '5.6 km away']"
75 Tower Hill Drive Lara VIC 3212,$525,"[-38.0543581, 144.3431924]","['5 Beds', '3 Baths', '− Parking']",". Facing UGZ (Future residential in Geelong Northern growth corridor).
. Minutes drive to Geelong Ring Road.
. Perfect located to all desired amenities (School, Shops and Transport).
. Future school, shops and Activity centre a stone's throw away.
. 6 Minutes Drive to Corio village.
. Double Brick down/Brick Veneer up House.
. 5 Bedroom 2 bathroom.
. Corner Block.
. 2 Large Living Area and Dinning",Available Now,Acreage / Semi-Rural,"['3 km away', '6.7 km away']"
18-20 Landor Close Hoppers Crossing VIC 3029,$600 per week,"[-37.8633465, 144.7014829]","['5 Beds', '2 Baths', '2 Parking']","OBRIEN REAL ESTATE WERRIBEE WELCOMES YOU TO 18-20 Landor Close Hoppers Crossing. 
Please click on the ""APPLY"" button for your application to be shortlisted and we will contact you to arrange an inspection. We also accept applications as digitally viewed online. Enjoy our virtual tour by clicking on the 3D button on the main image. ",Available Now,House,"['1 km away', '1 km away']"
117 Flemington Road North Melbourne VIC 3051,$700pw/$3042pcm,"[-37.7973303, 144.9514398]","['5 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '0.4 km away']"
3 Metroon Drive Weir Views VIC 3338,$420 per week,"[-37.7232814, 144.5677121]","['5 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.7 km away', '1.7 km away', '4.7 km away']"
164 Yan Yean Road Plenty VIC 3090,$700 pw/ $3042 per calendar month,"[-37.6658007, 145.1254061]","['5 Beds', '2 Baths', '− Parking']",IMPORTANT: You must register for the inspection to ensure you are notified of any changes to the inspection.,Available Now,House,"['2.4 km away', '2.6 km away']"
15 Tobias Avenue Glen Waverley VIC 3150,$610 per week,"[-37.887185, 145.1682625]","['5 Beds', '3 Baths', '2 Parking', '736m² ']","The property has two separate entries, comprising two formal lounges, four bedrooms (two good-sized master bedrooms with en-suite), two fully equipped kitchens and two laundries in total. The main part of the house boasts a formal lounge, formal dining and a bright kitchen, 2 good-sized bedrooms all with built-in-robes (one with ensuite), a study/3rd bedroom and a family bathroom. The other part",Available Now,House,"['0.9 km away', '1.1 km away', '1.4 km away']"
2 Burramine Road Glen Waverley VIC 3150,$830 pw,"[-37.8841459, 145.1714324]","['5 Beds', '2 Baths', '2 Parking']",Ranjit Singh,Available Now,House,"['0.6 km away', '1 km away']"
31 George Avenue Tyabb VIC 3913,$1300,"[-38.253955, 145.180575]","['5 Beds', '2 Baths', '5 Parking', '16,200m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.4 km away', '3.2 km away', '12 km away']"
210 Napier Street Essendon VIC 3040,$850 Per Week,"[-37.7430482, 144.9203017]","['5 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.9 km away', '0.9 km away', '8.5 km away']"
11 Whitlam Green Point Cook VIC 3030,$500 per week,"[-37.895308, 144.7330394]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.7 km away', '1 km away']"
45 Masquerade Road Berwick VIC 3806,$800 Per Week,"[-38.0751714, 145.3647998]","['5 Beds', '5 Baths', '2 Parking']","OBRIEN REAL ESTATE EXPRESS APPROVAL PROPERTY - This property is available for our express application process. You will need to simply inspect the property in the comfort of your home with our 3D Virtual Tour displayed in the advertisement. If you like what you see you can then apply for the property. To do so please press the 'Apply now' button on our website. If you are successful, we will",Available Now,House,"['1.1 km away', '2.8 km away', '20.1 km away']"
30 Acacia Avenue Mentone VIC 3194,$690.00,"[-37.9828968, 145.0855426]","['5 Beds', '1 Bath', '4 Parking']","PROPERTY CURRENTLY BEING PAINTED.
An outstanding opportunity to secure your place in a tightly-held [Suburb] pocket, this double-storey home provides a ready-to-enjoy environment with its generous floorplan, immediate comfort and excellent urban convenience. Well-presented interior features five bedrooms (master with WIR) study, neat central bathroom additional powder room. Add to this a separate","Tuesday, 4th October 2022",House,"['0.4 km away', '1.1 km away', '2.8 km away']"
19 Scott Grove Kingsbury VIC 3083,"$580pw / $2,520pcm","[-37.718288, 145.0366985]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.3 km away', '0.8 km away']"
14 & 14A Milfay Avenue Moonee Ponds VIC 3039,$950pw/$4128pcm,"[-37.767328, 144.9192267]","['5 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.9 km away', '2.1 km away', '8.1 km away']"
1789-1805 Melton Highway Bonnie Brook VIC 3335,$770 Per Week,"[-37.681683, 144.647575]","['5 Beds', '2 Baths', '3 Parking', '3,580m² ']","Looking for a property that is not only spacious, but stands out amongst the others? Then this is the property for you!",Available Now,House,"['5.5 km away', '7 km away']"
47 Majestic Way Lara VIC 3212,$520 per week,"[-38.0314426, 144.3898485]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 26th September 2022",House,"['0.5 km away', '2.4 km away', '10.3 km away']"
198 Epping Road Wollert VIC 3750,$550,"[-37.6205116, 145.0297847]","['5 Beds', '3 Baths', '2 Parking']","Well positioned &amp; only moments away from Lyndarum shops, Epping Train Station, Craigieburn Road &amp; Pacific Epping is this spectacularly spacious home. Offering a lifestyle to suit a tenant looking for a quiet lifestyle with some land. This welcoming family home with a grand entrance features a large &amp; modern light filled kitchen with S/S appliances inc dishwasher &amp; ample cupboard space, dining with","Tuesday, 20th September 2022",Acreage / Semi-Rural,"['1 km away', '2.3 km away', '5.3 km away']"
11 Matong Road Mount Eliza VIC 3930,"$1,550 per week","[-38.1854739, 145.0773569]","['5 Beds', '2 Baths', '3 Parking', '1,046m² ']","The intoxicating calm delivered by gentle sea-breezes and mesmerising bay view's deliver a statement in beachside Mount Eliza living, where surprisingly generous proportions and a practical design sit before a hypnotic expansive bay view backdrop. ",Available Now,House,"['0.3 km away', '1.5 km away', '8.6 km away']"
10 Argo Court Epping VIC 3076,$600,"[-37.63386879999999, 145.0216504]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '1.5 km away', '3.7 km away']"
5 Trish Walk Werribee VIC 3030,$575,"[-37.9080923, 144.6849917]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",House,"['1.4 km away', '2.3 km away']"
38 Annandale Crescent Glen Waverley VIC 3150,$600.00,"[-37.8755911, 145.1839189]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 7th October 2022",House,"['1 km away', '1.2 km away', '2.7 km away']"
15 Pythagoras Street Mernda VIC 3754,$620 per week,"[-37.5967364, 145.0763687]","['5 Beds', '3 Baths', '2 Parking', '499.68m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.3 km away', '9.5 km away']"
190 McKillop Street Geelong VIC 3220,$595,"[-38.1571207, 144.3697555]","['5 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 14th October 2022",House,"['0.6 km away', '1 km away', '1.7 km away']"
4 Ipswich Street Strathtulloh VIC 3338,$460,"[-37.7408137, 144.5955239]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,['4.4 km away']
8 Entally Drive Wheelers Hill VIC 3150,$635 p.w.,"[-37.9021957, 145.1756375]","['5 Beds', '3 Baths', '2 Parking']","Perfect family home in quiet location with easy access schools (Primary/Secondary), public transport, sporting ovals, Brandon Park shopping center and The Glen Shopping Center only a short drive away and Caulfield Grammar not to far away.
Inside find space living for the whole family with light filled formal lounge, kitchen with dining area with access to undercover entertaining space. Three",Available Now,House,"['0.2 km away', '0.9 km away']"
