post_code,growth_rate
3714,2.267857142857143
3779,1.0771428571428572
3019,0.7937655860349127
3075,0.4467402206619859
3026,0.40920502092050215
3047,0.40024885939444205
3020,0.35644424131627045
3048,0.33901639344262297
3060,0.32302058340699585
3038,0.3212121212121212
3941,0.31859229747675943
3022,0.30444444444444446
3061,0.29767441860465116
3074,0.277757901013715
3082,0.26871794871794874
3028,0.25828729281767954
3083,0.2478613610022628
3911,0.24571428571428572
3093,0.2409356725146199
3940,0.2192156862745098
3337,0.21862244897959182
3081,0.2182658959537573
3943,0.21763269502634625
3012,0.2095116338532344
3027,0.20379596678529077
3018,0.20325294447560296
3076,0.20301860301860303
3087,0.19489795918367347
3044,0.19444048467569497
3015,0.19300042680324378
3049,0.19191011235955052
3214,0.19171866137266022
3011,0.1831514546677369
3942,0.18229314420803783
3224,0.1810143042912874
3037,0.17924187725631777
3058,0.1756131501130632
3021,0.172963875490162
3024,0.16978776529338332
3052,0.1568643379366369
3046,0.15473472128945612
3025,0.14918149466192165
3041,0.14344685242518057
3013,0.1425237053245807
3125,0.14224462599223595
3938,0.14037037037037028
3147,0.13953488372093037
3073,0.13578832515002726
3057,0.13355670966661085
3078,0.13172574084834413
3212,0.12960406828913917
3752,0.12950094756790909
3222,0.12372469635627523
3219,0.12048743335872042
3039,0.11672597864768683
3085,0.10710639663202094
3939,0.10636277302943961
3031,0.10110712148414126
3226,0.10103916866506803
3335,0.09909784871616928
3054,0.09858597285067873
3043,0.09565217391304348
3042,0.09349670122525919
3215,0.09030172413793112
3167,0.08854237288135586
3067,0.08583333333333334
3148,0.08339837886520564
3336,0.08155212101282479
3056,0.08086004991361093
3944,0.07555996035678898
3978,0.07489270386266096
3023,0.07177446102819236
3032,0.07034417200212481
3754,0.06905829596412552
3072,0.06706370691210976
3053,0.064410480349345
3216,0.06399598980742713
3910,0.05941223193010318
3040,0.058985343855693304
3051,0.05799648506151142
3033,0.0555679785330948
3055,0.05112810707456969
3088,0.05092524056254623
3016,0.04976303317535545
3168,0.049433333333333315
3008,0.032512120312654595
3036,0.03076923076923077
3079,0.02412577934399548
3805,0.0233505624809973
3144,0.02103727714748782
3000,0.01654614390945581
3201,0.015650172612197904
3427,0.01260744985673359
3070,0.01256136298007508
3030,0.010706638115631672
3200,0.0070921985815602835
3217,0.006626388618203041
3934,0.0025078369905956114
3071,-0.0024108745832264918
3143,-0.0034489329268293486
3915,-0.009032258064516057
3066,-0.010902371419772076
3338,-0.011254355400696806
3034,-0.012984822934232714
3213,-0.014285714285714285
3064,-0.014806458436155875
3149,-0.018537348455221016
3029,-0.01939070830159946
3174,-0.02081000987816921
3755,-0.021538461538461538
3750,-0.021660252886201173
3189,-0.021859706362153307
3162,-0.02284055673419896
3094,-0.025956284153005542
3166,-0.026093375161468854
3183,-0.03877560227375257
3161,-0.038805233275734395
3803,-0.038974358974358976
3121,-0.04150267532335658
3205,-0.04705845161698222
3084,-0.04732627228106422
3169,-0.04824331410592555
3936,-0.05294359818855497
3802,-0.058018018018018085
3171,-0.06427983539094657
3175,-0.06723286588978865
3199,-0.0681088816736293
3211,-0.06933333333333333
3913,-0.07043478260869565
3218,-0.07060260586319213
3004,-0.07199383141917932
3181,-0.0778026178814615
3977,-0.07947882736156356
3429,-0.07975626269465132
3182,-0.08381484026107865
3002,-0.08460881648780323
3059,-0.08475750577367204
3141,-0.085303302964033
3806,-0.08642523883581434
3976,-0.0864454976303318
3184,-0.08692074122421177
3919,-0.08717948717948718
3198,-0.09001607429898198
3185,-0.09175241243269171
3006,-0.09179304866081217
3163,-0.09673652382441868
3142,-0.1019133715101361
3196,-0.10406342913776016
3931,-0.10461804056970209
3068,-0.1060419235511714
3177,-0.11121583411875595
3150,-0.1144705318639195
3713,-0.11529411764705882
3225,-0.1154299175500589
3757,-0.12080808080808081
3207,-0.12278086461580164
3089,-0.12340425531914893
3065,-0.12404006677796325
3912,-0.12962515114873024
3172,-0.13035714285714287
3170,-0.13035971223021572
3145,-0.13616785774441148
3165,-0.1376276642984015
3099,-0.13950617283950617
3220,-0.14192282537606285
3186,-0.14770731707317067
3204,-0.14784595954533608
3223,-0.14896936584225667
3975,-0.149736147757256
3190,-0.15008488964346345
3192,-0.15169834839513852
3194,-0.1682569379482382
3937,-0.17927710843373493
3202,-0.18695652173913044
3173,-0.19345679012345673
3188,-0.19846873670778387
3187,-0.20719316459130896
3206,-0.21023128792037962
3804,-0.21203007518796993
3227,-0.21209964412811383
3095,-0.2129353233830846
3929,-0.2230769230769231
3927,-0.24305555555555555
3113,-0.24461538461538462
3191,-0.2562891767655662
3197,-0.2620758483033932
3195,-0.2919658797857569
3918,-0.2957004160887656
3926,-0.30919117647058825
3193,-0.33111272425593696
3930,-0.3329929802169751
3090,-0.5657142857142857
