name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025
4/162 Lygon Street Brunswick East VIC 3057,3057,Apartment / Unit / Flat,1,1,0,0.6,$440 per week,1585.6,4871.0,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795
476B Sydney Road Brunswick VIC 3056,3056,House,4,1,1,0.7,"$1,100 per week",364.9,5319.2,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
2/45 Queen Street Ormond VIC 3204,3204,Townhouse,4,3,2,0.4,"$1,200 pw",574.0,15504.9,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
316B South Road Hampton East VIC 3188,3188,Townhouse,4,3,1,1.3,$900.00,1140.6,18142.4,18729.0,18322.0,17925.0,17535.0,69155,71195,73295,75457
2/116 Anderson Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,3,2,2,1.2,"$1,150 pw",1347.3,3654.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
601/8 Exploration Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,2,0,0.8,$530,676.7,1060.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
6/241 Nicholson Street Abbotsford VIC 3067,3067,Apartment / Unit / Flat,1,1,1,0.7,$340 per week,926.5,4394.0,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
3/43 Gillies Street Fairfield VIC 3078,3078,Apartment / Unit / Flat,1,1,1,0.7,$290.00,2293.4,9863.3,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
20A Park Street Pascoe Vale VIC 3044,3044,House,3,1,2,1.0,$480.00,478.5,10825.9,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011
1/16 Darling Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.7,$395 Per Week,336.3,5045.2,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
3/198 Bluff Road Sandringham VIC 3191,3191,Apartment / Unit / Flat,2,1,1,0.5,$420.00,2316.8,19259.0,10111.0,9986.0,9863.0,9741.0,61308,61033,60759,60486
429 Burnley Street Richmond VIC 3121,3121,House,4,2,3,0.6,$900 per week,464.6,6524.9,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
3/529 Balcombe Rd Black Rock VIC 3193,3193,Apartment / Unit / Flat,2,1,2,0.8,$550.00,4198.2,20919.8,22676.0,22499.0,22322.0,22148.0,128118,129767,131472,133235
6/164 Wattletree Road Malvern VIC 3144,3144,Apartment / Unit / Flat,1,1,1,0.9,$285 weekly,618.4,10655.0,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
14 Acland Street South Yarra VIC 3141,3141,House,2,2,2,0.9,"$1,400.00",1323.2,4029.3,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
25 Collins Street Brighton VIC 3186,3186,House,4,3,4,0.3,"$2,000.00",839.1,12882.5,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
7/6 Ripon Grove Elsternwick VIC 3185,3185,Apartment / Unit / Flat,1,1,1,0.9,$340.00,430.5,10231.9,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
2/9 Oak Grove Ripponlea VIC 3185,3185,Apartment / Unit / Flat,2,1,0,0.7,$380 pw,204.9,9350.3,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
2/44 Robe Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,1,1,0.6,$420 pw,1860.8,7446.3,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
1/9 Poets Grove Elwood VIC 3184,3184,Apartment / Unit / Flat,2,2,1,0.2,$590 weekly,1210.1,8966.8,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
22 Ethel Street Malvern VIC 3144,3144,House,5,2,2,1.0,"$1,600.00",509.5,10078.5,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
348 Gooch Street Thornbury VIC 3071,3071,Townhouse,3,2,2,0.5,$700 per week,3675.7,10641.4,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500
1/204 Neerim Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.6,$295 weekly,842.8,14218.8,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
1/69 Centre Dandenong Road Dingley Village VIC 3172,3172,House,3,2,1,0.4,$540.00,5989.0,39695.3,22743.0,22091.0,21461.0,20852.0,109443,112930,116528,120241
3 Brisbane Street Murrumbeena VIC 3163,3163,House,2,1,1,0.1,$495 weekly,882.7,15328.7,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
605/591-593 Elizabeth Street Melbourne VIC 3000,3000,Studio,0,0,1,0.9,$285 per week,1067.4,1361.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
5/12A Toward Street Murrumbeena VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.7,$295 weekly,388.2,16031.9,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
6/25 Dickens Street Elwood VIC 3184,3184,Apartment / Unit / Flat,2,1,0,0.4,$490 weekly,1415.4,7803.9,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
6/22 French Avenue Northcote VIC 3070,3070,Townhouse,3,3,3,0.9,$680.00,1353.5,8341.5,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865
10/303-305 Huntingdale Road Chadstone VIC 3148,3148,Apartment / Unit / Flat,1,1,1,1.3,$395,464.0,18908.5,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
1/150 Grange Road Alphington VIC 3078,3078,Apartment / Unit / Flat,1,1,1,1.0,$320.00,1429.3,9608.0,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
4/30 Mitford Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,0,0.6,$395.00,1786.5,7624.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
1/37 Hope Street South Yarra VIC 3141,3141,Studio,0,0,1,0.8,$230 per week,1378.9,3902.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
28 Rimmington Way Rockbank VIC 3335,3335,House,3,2,1,0.7,$380 PER WEEK,4196.8,37258.9,25168.0,27775.0,30981.0,34979.0,134418,141788,149641,158013
23 Palm Street Fairfield VIC 3078,3078,House,3,2,2,0.8,$890.00,1542.9,9256.6,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
G05/237 Napier Street Fitzroy VIC 3065,3065,House,2,1,1,0.2,$595.00,1860.1,2727.8,10901.0,10424.0,9969.0,9533.0,71291,75543,80049,84824
177 Urquhart Street Coburg VIC 3058,3058,Townhouse,3,2,1,0.3,$600.00,1408.8,8735.8,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
5/4 Little Buckingham Street Richmond VIC 3121,3121,Townhouse,3,3,1,0.3,$840.00,1257.5,3897.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
311/7 Nepean Highway Elsternwick VIC 3185,3185,Apartment / Unit / Flat,1,1,1,0.8,$420.00,422.0,9371.2,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
29/1066 Lygon Street Carlton North VIC 3054,3054,Apartment / Unit / Flat,3,2,2,0.3,$750.00,1827.3,4001.6,8407.0,8006.0,7624.0,7261.0,68727,71919,75259,78754
14/116 Albert Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,1,1,1,0.9,$395.00,1487.3,5277.5,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
2/6-8 Keogh Court Pascoe Vale VIC 3044,3044,Apartment / Unit / Flat,2,1,1,0.6,$450.00,2497.6,11580.0,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011
4 Mandeville Crescent Toorak VIC 3142,3142,House,3,1,1,0.4,$840 Per Week,383.8,7967.2,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162
706/75 Wellington Street Collingwood VIC 3066,3066,Apartment / Unit / Flat,2,1,1,0.2,$600,1137.9,2714.3,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609
10/4A Wando Grove St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,1,1,1.2,$475.00,1909.1,8881.1,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
2/81 Abinger Street Richmond VIC 3121,3121,Townhouse,2,2,1,0.4,$800,1696.3,4666.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
147 Patterson Road Bentleigh VIC 3204,3204,House,4,3,2,0.6,"$1,050.00",1175.8,19186.8,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
19/32 Queens Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,2,1,1,0.9,$510 per week,1728.5,4379.5,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826
6/44 Type Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.5,$330per week,1201.1,5131.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
5/256 Williams Road Toorak VIC 3142,3142,House,1,1,1,0.5,$435.00,368.1,6297.4,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162
1B Hazel Grove Pascoe Vale VIC 3044,3044,Townhouse,2,1,1,0.2,$445.00,1099.9,10509.0,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011
102/8A Evergreen Mews Armadale VIC 3143,3143,Apartment / Unit / Flat,3,2,2,0.4,$800 pw,661.8,8153.1,9897.0,9591.0,9294.0,9007.0,85598,91770,98387,105481
Unit 901/50 Claremont St South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,0.9,$365 per week,415.7,5321.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
5/19 Palmer Street Richmond VIC 3121,3121,Townhouse,2,1,2,0.3,$700 per week,1698.3,4668.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
9A Rosamond Street Balaclava VIC 3183,3183,Townhouse,3,2,1,0.3,$780,290.4,7928.8,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
4/8-10 Lincoln Road Essendon VIC 3040,3040,Townhouse,2,1,1,1.1,$620,900.8,8931.0,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
3/3 MacKay Ave Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.5,$440 weekly,816.9,14995.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
102/190 Alma Rd St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,2,1,1.1,$550 weekly,2142.3,8212.5,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
G07/12-14 Dickens Street Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,1,0.2,$425,1232.0,7620.5,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
203/120 Hotham Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,2,1,0.6,$690 per week,711.3,8778.5,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
37a Bambra Road Caulfield North VIC 3161,3161,House,2,1,1,1.0,$640.00,1618.2,11795.2,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
3 Kingsley Grove Mount Waverley VIC 3149,3149,House,3,2,2,1.4,$650.00,2528.2,20743.3,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
3/52 Baker Street Richmond VIC 3121,3121,Apartment / Unit / Flat,2,1,1,0.4,$400 per week,1483.7,4393.7,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
2/103 Waverley Road Chadstone VIC 3148,3148,Apartment / Unit / Flat,3,2,1,1.4,$540 weekly,1644.1,17429.4,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
6 Cherry Cl Melton West VIC 3337,3337,House,4,2,2,0.2,$390 weekly,7598.7,48869.1,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479
501/243 Franklin Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.4,$475 per week,470.4,1114.5,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
12 Valiant Street Abbotsford VIC 3067,3067,Townhouse,3,2,2,0.8,$975 per week,1056.4,4467.6,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
1/791 Malvern Road Toorak VIC 3142,3142,Apartment / Unit / Flat,2,1,1,0.3,$475.00,837.8,8421.3,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162
9/39 Eildon Rd St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.3,$400 weekly,1966.1,7226.5,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
12/203 Alma Rd St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,1,1,1.1,$420 weekly,1882.4,8103.9,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
3008/288 Spencer Street Melbourne VIC 3000,3000,Studio,1,1,0,1.9,$410 per week,619.9,1197.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
1A Monica Street Burwood VIC 3125,3125,Townhouse,4,3,2,0.8,$730.00,3850.0,15161.4,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
310/380 Bay Street Brighton VIC 3186,3186,Apartment / Unit / Flat,2,2,2,0.7,$675.00,436.8,11969.2,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758
33A Marcus Road Dingley Village VIC 3172,3172,Townhouse,3,2,2,0.2,$650.00,5495.8,31409.2,22743.0,22091.0,21461.0,20852.0,109443,112930,116528,120241
25 Maple Walk Moonee Ponds VIC 3039,3039,Townhouse,3,2,1,0.9,$800 per week,233.1,6812.5,15936.0,15682.0,15431.0,15184.0,71924,74586,77347,80210
38 Suffolk Street Curlewis VIC 3222,3222,House,4,2,2,1.4,$460 per week ($1999 pcm),18707.0,96597.1,25574.0,26561.0,27588.0,28655.0,188413,200009,212419,225704
1140 Dandenong Rd Carnegie VIC 3163,3163,House,3,1,1,0.7,$510 weekly,631.1,14628.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
504/649 Chapel Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,2,1,0.9,$650,686.6,5603.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
2604/89 Gladstone Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,1,1,0,0.3,$430 Per Week,2436.8,3439.6,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
714/11 Urquhart Street Coburg VIC 3058,3058,Apartment / Unit / Flat,2,2,1,0.1,$450,1007.4,9586.2,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732
907/37-39 Park Street South Melbourne VIC 3205,3205,House,2,2,1,1.0,$620.00,2158.6,3352.8,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
7/680 Malvern Road Prahran VIC 3181,3181,Apartment / Unit / Flat,2,1,0,0.5,$500.00,502.2,7447.2,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
10/1231 Malvern Road Malvern VIC 3144,3144,Apartment / Unit / Flat,2,1,1,0.4,$550.00,1247.6,9699.0,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
1713/25 Therry Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,0.9,$500,580.4,873.9,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
104/71 Abinger Street Richmond VIC 3121,3121,Apartment / Unit / Flat,2,1,1,0.4,$500 per week,1326.7,4621.8,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
3/20 Parkers Rd Parkdale VIC 3195,3195,Townhouse,3,1,1,0.8,$525.00,573.0,26996.5,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723
159 Richardson Street Carlton North VIC 3054,3054,House,2,1,0,0.4,$580.00,2128.6,3721.9,8407.0,8006.0,7624.0,7261.0,68727,71919,75259,78754
1/107 Grosvenor Street Balaclava VIC 3183,3183,Apartment / Unit / Flat,2,1,1,0.7,$495.00,640.9,9023.9,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
12/55 Alexandra Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,1,0,1.0,$430.00,1687.0,8109.1,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
13 Raglan Street Port Melbourne VIC 3207,3207,House,2,1,0,0.5,$645.00,3416.9,4419.7,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
2/16 Thurloo Street Chadstone VIC 3148,3148,House,4,2,2,1.2,$650,981.6,17162.1,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
78 Oakover Road Preston VIC 3072,3072,House,4,3,2,0.1,"$1,200.00",1282.1,8961.4,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
165 Patterson Road Bentleigh VIC 3204,3204,House,5,3,2,0.6,$930 per week,1303.7,19358.8,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
104/16 Cobden Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,2,1,1,1.0,$575,785.5,1079.1,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172
1008/68 Cambridge Street Collingwood VIC 3066,3066,Apartment / Unit / Flat,1,1,1,0.1,$500 per week,1104.8,2681.2,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609
1/339 Brunswick Road Brunswick VIC 3056,3056,Townhouse,2,2,1,0.6,$740.00,526.1,4702.4,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
804/1 Olive York Way Brunswick West VIC 3055,3055,Apartment / Unit / Flat,2,2,1,0.4,$460,2447.7,8139.6,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
1205/8 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,2,2,1,1.2,$485 per week,784.1,6482.4,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
28 Lyons Street Carnegie VIC 3163,3163,House,3,1,3,0.3,$685,1064.2,15178.0,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
40 Kokoda Place Mordialloc VIC 3195,3195,Townhouse,2,2,1,0.4,$550,821.7,34702.0,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723
10/8 Eddy Strret Moonee Ponds VIC 3039,3039,Apartment / Unit / Flat,1,1,1,1.0,$330 per week,388.9,7095.4,15936.0,15682.0,15431.0,15184.0,71924,74586,77347,80210
2/4 Prior Rd Malvern East VIC 3145,3145,Townhouse,3,2,1,0.6,$600.00,1607.8,16714.9,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
34 Abinger Street Richmond VIC 3121,3121,House,2,1,0,0.3,$480 pw,1054.9,4343.4,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
7 Regent Street Yarraville VIC 3013,3013,House,2,1,0,0.4,$580 Per Week,1032.7,7920.2,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683
1/2a Robe Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,1,1,0.9,$595,1779.5,7982.6,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
33/400 Little Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.7,$400,972.8,799.5,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
1/3 Weebill Court Werribee VIC 3030,3030,House,4,2,1,0.7,$380 per week,3502.2,30714.4,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
402/2A Clarence Street Malvern East VIC 3145,3145,Apartment / Unit / Flat,1,1,1,0.5,$350 per week,1221.4,13432.4,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
1601/7 Claremont Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,2,1,1.5,$630,619.7,5525.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
49 Pascall Street Mount Waverley VIC 3149,3149,House,4,3,2,0.7,$860 per week,2385.0,19409.9,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739
10/216 Station Street Edithvale VIC 3196,3196,Apartment / Unit / Flat,2,1,1,0.4,$440 per week,40.7,47011.2,25945.0,25853.0,25763.0,25675.0,199298,205472,211844,218420
303/88 Beaconsfield Parade Albert Park VIC 3206,3206,Apartment / Unit / Flat,2,2,2,0.3,$1100 per week,4485.1,5487.9,16589.0,15958.0,15351.0,14767.0,69950,71006,72078,73166
1E Wilmot Street Malvern VIC 3144,3144,Townhouse,3,2,2,0.9,$700,1027.9,13801.2,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005
102/4 Yertchuk Avenue Ashwood VIC 3147,3147,Villa,2,2,1,0.1,$495.00,2074.7,17116.5,12138.0,11788.0,11449.0,11120.0,123405,125497,127635,129820
2/14 Gregory Street Oak Park VIC 3046,3046,Villa,3,2,1,0.6,$550 per week,1178.5,12113.4,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758
1/8-10 Lincoln Road Essendon VIC 3040,3040,Townhouse,2,1,1,1.1,$600,900.8,8931.0,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
7/15 Rosedale Avenue Glen Huntly VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.4,$385 per week,217.6,14396.0,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
10/949 High Street Reservoir VIC 3073,3073,Townhouse,2,2,1,0.2,$490,1171.9,13268.0,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755
1/45 Neville St Bentleigh East VIC 3165,3165,Townhouse,3,2,2,0.6,$650 weekly,2217.8,19402.8,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
2/62 Screen Street Frankston VIC 3199,3199,Townhouse,2,2,1,0.9,$440.00,449.0,55384.8,60500.0,59711.0,58932.0,58164.0,176387,182176,188161,194348
201/21 Mills Boulevard Alphington VIC 3078,3078,Apartment / Unit / Flat,2,2,1,0.4,$540 Per Week,1470.8,9045.8,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
4/16 Toward Street Murrumbeena VIC 3163,3163,Apartment / Unit / Flat,2,1,0,0.8,$425,428.3,16409.0,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
2B Donald Street Brunswick VIC 3056,3056,House,3,1,0,0.4,$650.00,547.7,6397.5,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
19 Norwood St Sandringham VIC 3191,3191,House,3,2,2,0.9,"$1,500.00",1535.4,18413.2,10111.0,9986.0,9863.0,9741.0,61308,61033,60759,60486
7/2 Heather Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,2,1,1,0.8,$750 Per Week,2325.7,3519.9,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
40 Wellington Street Richmond VIC 3121,3121,House,2,1,1,1.0,$760 per week,638.8,3842.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
4 Odessa Street St Kilda VIC 3182,3182,House,3,2,0,0.8,$770.00,979.9,6713.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
23 Milan Street Mentone VIC 3194,3194,House,4,2,4,0.8,$1300,1300.7,25350.5,13375.0,12961.0,12561.0,12173.0,146309,154114,162338,171004
3/483 St Kilda Street Elwood VIC 3184,3184,Townhouse,3,1,2,0.6,$825.00,1184.4,9497.7,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
42/321 Chapel Street Prahran VIC 3181,3181,Apartment / Unit / Flat,2,1,0,0.5,$495,603.6,6227.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
232/538 Little Lonsdale Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,3,2,1,1.9,$780.00,509.9,1087.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
Station Street Caulfield North VIC 3161,3161,Apartment / Unit / Flat,2,2,1,0.6,From $640 unfurnished,409.1,12269.4,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
Station Street Caulfield North VIC 3161,3161,Apartment / Unit / Flat,1,1,1,0.6,From $495,409.1,12269.4,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
Station Street Caulfield North VIC 3161,3161,Studio,0,0,1,0.6,From $415,409.1,12269.4,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780
1/2 Cunningham Place Oakleigh South VIC 3167,3167,Apartment / Unit / Flat,3,2,2,1.8,$460.00,3834.3,24636.8,5220.0,5163.0,5106.0,5049.0,57807,59201,60629,62091
1309/199 William Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.9,$520,384.3,743.6,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
1 & 2/2 Woodstock Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.4,$375 per week,391.2,8124.8,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
1207/39 Park Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,2,2,1,1.0,$585,2136.7,3330.9,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035
19/160 Grange Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.1,$280.00,650.3,14764.1,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
45 McKean Street Fitzroy North VIC 3068,3068,House,2,1,0,0.5,$550.00,1459.4,4109.0,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
1/4-6 Mallawa Street Clayton South VIC 3169,3169,Apartment / Unit / Flat,2,1,1,1.0,$380,1611.8,25550.3,24851.0,23979.0,23137.0,22325.0,111106,115474,120014,124733
4/264 Bluff Road Sandringham VIC 3191,3191,Apartment / Unit / Flat,3,1,1,0.2,$550.00,2101.0,20507.5,10111.0,9986.0,9863.0,9741.0,61308,61033,60759,60486
2/53 Evans Street Brunswick VIC 3056,3056,Townhouse,2,1,1,1.0,$550.00,1262.2,5439.4,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
56 Davanzo Avenue Clarinda VIC 3169,3169,House,3,1,2,1.0,$460.00,3811.5,25415.3,24851.0,23979.0,23137.0,22325.0,111106,115474,120014,124733
704/68 Wests Road Maribyrnong VIC 3032,3032,Apartment / Unit / Flat,2,2,1,1.2,$475.00,4638.5,9866.6,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082
1508/6 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,1,1.1,$400 per week,775.6,6473.9,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
2/109 Grange Road Glen Huntly VIC 3163,3163,Apartment / Unit / Flat,1,1,0,0.5,$265 per week,306.3,14132.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
5/16 Blessington Court St Kilda VIC 3182,3182,Studio,1,1,0,1.0,$300,2217.4,8852.0,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
12/8-10 Lincoln Road Essendon VIC 3040,3040,Townhouse,3,2,2,1.1,$750,900.8,8931.0,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
1204/14-16 The Esplanade St Kilda VIC 3182,3182,Apartment / Unit / Flat,3,3,3,0.8,"$3,000",1923.6,7936.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
209/92-96 Albert Street Brunswick East VIC 3057,3057,Apartment / Unit / Flat,1,1,1,0.8,$400,1599.2,5389.4,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795
18 Bell Street Seddon VIC 3011,3011,House,3,1,0,0.5,$560 per week,211.2,6981.1,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
9 Hillcrest Avenue Chadstone VIC 3148,3148,House,3,1,3,0.6,$525,2157.9,19208.6,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
