name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025
307/19-21 Hanover Street Oakleigh VIC 3166,3166,Apartment / Unit / Flat,1,1,0,0.8,$330 per week,1157.3,18636.6,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996
101/96 Curzon Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,1,1,0,0.4,$320,1212.1,2189.0,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172
5/12 Aberdeen Street Reservoir VIC 3073,3073,Apartment / Unit / Flat,1,1,1,0.3,$325 Per Week,1508.2,14500.2,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755
7/164 Ryrie Street Geelong VIC 3220,3220,House,1,1,0,0.6,$400,935.0,78855.3,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938
1910/22 Dorcas Street Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,1.3,$430 per week,1465.6,2659.8,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
512/9 Dryburgh Street West Melbourne VIC 3003,3003,Apartment / Unit / Flat,1,1,0,1.2,$390,95.5,2688.1,3.0,3.0,3.0,3.0,70,17,4,1
205B/36 Collins Street Essendon VIC 3040,3040,Apartment / Unit / Flat,1,1,1,0.5,$360 weekly,1866.0,9860.7,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
14/3 Holmes Street Brunswick East VIC 3057,3057,Apartment / Unit / Flat,1,1,0,0.6,$265 per week,1292.7,6222.4,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795
1308/318 Russell Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,0.8,$560 per week,773.4,930.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
7/55 Heller Street Brunswick West VIC 3055,3055,Apartment / Unit / Flat,1,1,1,0.6,$310,1327.9,5504.2,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
3/46 Purnell Road Corio VIC 3214,3214,Apartment / Unit / Flat,1,1,1,0.9,$280 p.w.,2403.3,65253.5,26135.0,25911.0,25688.0,25468.0,48715,50247,51827,53457
6/4 Holloway Street Ormond VIC 3204,3204,Apartment / Unit / Flat,1,1,1,0.9,$305 per week,944.4,15769.6,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
9/32 Fitzroy Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,0,0.4,$300 per week,2048.0,7128.8,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
104/15-17 Livingstone Street Ivanhoe VIC 3079,3079,Apartment / Unit / Flat,1,1,1,0.2,$430.00,931.6,11341.4,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637
305/91 Darebin Street Heidelberg VIC 3084,3084,Apartment / Unit / Flat,1,1,1,0.8,$420.00,714.9,15586.4,28735.0,28149.0,27576.0,27017.0,224487,235267,246622,258586
1/9-11 St Leonards Avenue Yarraville VIC 3013,3013,Apartment / Unit / Flat,1,1,1,0.2,$350,2303.2,10345.9,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683
10/55 Heller Street Brunswick West VIC 3055,3055,Apartment / Unit / Flat,1,1,1,0.6,$330,1327.9,5504.2,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
11/56 Barkly Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,1.0,$240 per week,1585.9,6276.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
106/471 Malvern Road South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.7,$425 per week,825.2,6816.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
7a/24 Tennyson Street Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,0,0.3,$400.00,1348.7,7772.7,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
3/19 Dorrington Avenue Reservoir VIC 3073,3073,Apartment / Unit / Flat,1,1,1,0.7,$330 Per Week,2622.9,12742.2,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755
7/6 Byron Street Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,1,0.6,$360 Per Week,556.1,8226.2,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600
305b/2 Dennis street Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,0,0.4,$310,559.5,7102.5,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
5008/462 Elizabeth Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.0,$580/w,426.5,720.1,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
505/115 Swanston Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.5,$380.00 per week,998.3,825.1,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
67 De Carle Street Brunswick VIC 3056,3056,Studio,1,1,0,0.1,$330 Weekly,465.5,6752.6,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
1/82 Blyth Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,1,1,1,0.3,$380 Per week,1858.3,6088.4,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
1013/24 Jane Bell Ln Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.0,$500/W Furnished,845.0,806.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
406/151 Berkeley Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,0.6,$550 per week,1155.0,1448.6,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
3211/22-24 Jane Bell Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.0,$450 per week,845.0,806.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
35 Victoria Street Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,0,0.3,From 433 per week,184.9,7104.6,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
206/534 North Road Ormond VIC 3204,3204,Apartment / Unit / Flat,1,1,1,0.5,$325 weekly,224.7,15681.1,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565
2311/135 A'Beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.2,$450 per week,357.8,651.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
27/4 Wando Grove St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,1,1.2,$290 weekly,1904.5,8885.6,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
304/11 Reid Street Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,1,1,1,0.5,$450 pw,1804.1,3983.2,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
702D/615 Victoria Street Abbotsford VIC 3067,3067,Apartment / Unit / Flat,1,1,0,0.4,$370 per week,1453.4,4363.3,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
2/Rear 397 Rathdowne Street Carlton VIC 3053,3053,House,1,1,0,0.2,$450pw/$1955pcm,1696.6,2234.1,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
4/59 Rathmines Street Fairfield VIC 3078,3078,Apartment / Unit / Flat,1,1,1,0.4,$375.00,575.8,8520.2,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
18/105 Park Street St Kilda West VIC 3182,3182,Apartment / Unit / Flat,1,1,0,0.9,$395 per week pw,2846.4,6420.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
313/7-13 Dudley Street Caulfield East VIC 3145,3145,Apartment / Unit / Flat,1,1,1,1.0,$ 320 PER WEEK,1093.4,13368.8,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
1307/2 Claremont Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,1.4,$400.00 per week,114.3,5144.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
1914/228 Abeckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.4,$450 per week,278.8,919.8,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
P18/3-5 St Kilda Road St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,1.1,$410 per week,1461.0,6005.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
415/1 Foundry Road Sunshine VIC 3020,3020,Apartment / Unit / Flat,1,1,1,1.0,$330 Per Week,1470.8,13818.3,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885
6/744 Brunswick Street North Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,1,1,1,0.2,$370.00,1436.2,4420.1,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
2/259 Gower Street Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.2,$310 per week,499.0,10074.0,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
2806/350 William Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.5,$315 per week,136.1,907.8,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
114/657 Chapel St South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.9,$475.00,637.8,5554.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
13 Alma St Maidstone VIC 3012,3012,Apartment / Unit / Flat,1,1,1,1.1,$280 per week,2411.7,10450.6,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142
53 Woodside Street Fitzroy North VIC 3068,3068,House,1,1,2,0.3,$780.00,232.6,5224.6,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130
810/160 Victoria Street Carlton VIC 3053,3053,Apartment / Unit / Flat,1,1,0,0.8,$560/W Furnished,775.5,1069.1,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
504/22-30 Lygon Street Brunswick East VIC 3057,3057,Apartment / Unit / Flat,1,1,1,0.1,$400 per week,1392.9,4333.7,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795
8/139 Napier Street Essendon VIC 3040,3040,Apartment / Unit / Flat,1,1,1,0.3,"$250 P/W - MONTH TO MONTH LEASE, UP TO 3 MONTHS",538.5,8644.4,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638
508/393 Spencer Street West Melbourne VIC 3003,3003,Apartment / Unit / Flat,1,1,1,1.4,$480,890.0,1663.4,3.0,3.0,3.0,3.0,70,17,4,1
312B/399 Bourke Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.6,$400,967.2,793.9,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
33/3 Holmes Street Brunswick East VIC 3057,3057,Apartment / Unit / Flat,1,1,0,0.6,$265 per week,1292.7,6222.4,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795
5/28 Irvine Crescent Brunswick West VIC 3055,3055,Apartment / Unit / Flat,1,1,1,0.4,$340,1542.5,8270.3,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734
311/9 Darling Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,0.6,$420 per week,286.0,4994.9,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
5/90 Toorak Road West South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,0.6,$360,1055.9,3999.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
2110/1 Freshwater Place Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,1.1,$650,1368.6,2562.8,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
8/7 Ginn Street Geelong VIC 3220,3220,Studio,1,1,1,0.7,$300.00,764.8,72876.1,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938
12E/12 Marine Parade St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,1.0,$475 pw,2428.8,8963.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
910/253 Franklin Street Melbourne VIC 3000,3000,Studio,1,1,0,1.3,$380.00,438.2,1082.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
2/85 Pickles Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,1,1,1,0.4,$450,3910.8,4913.6,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
113/465 Macaulay Road Kensington VIC 3031,3031,Apartment / Unit / Flat,1,1,1,0.4,$370pw/ $1608pcm,164.7,4063.4,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724
5/23 Camira Street Malvern East VIC 3145,3145,Apartment / Unit / Flat,1,1,1,0.3,$300,1906.1,17301.9,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
4 Finlay Street Albert Park VIC 3206,3206,House,1,1,0,0.4,$525.00 per week,3778.6,4781.4,16589.0,15958.0,15351.0,14767.0,69950,71006,72078,73166
G10/1728 Dandenong Road Clayton VIC 3168,3168,Apartment / Unit / Flat,1,1,0,0.2,$275 per week,1741.2,22690.4,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
29/400 Little Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.7,$400,972.8,799.5,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
1/29 Hutton Street Dandenong VIC 3175,3175,Studio,1,1,0,0.9,$235 weekly,1290.4,34721.6,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535
2309/157 A'beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.3,$515 per week,400.8,694.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
15/280 Sunshine Road Sunshine VIC 3020,3020,Apartment / Unit / Flat,1,1,1,1.0,$235 P/W,1791.4,11575.9,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885
169/88 Kavanagh St Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,1,1.0,$440 per week,1366.3,2171.8,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
802/58 Clarke Street Southbank VIC 3006,3006,Apartment / Unit / Flat,1,1,0,0.5,$410.00,1906.0,2866.8,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480
3/18B Nantilla CRES Werribee VIC 3030,3030,House,1,1,0,0.8,$300,1880.8,33135.2,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539
6/67 Union Street Brunswick VIC 3056,3056,Apartment / Unit / Flat,1,1,1,0.3,$330 per week,344.2,4933.2,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520
4602/228 La Trobe Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.0,$580 per week,547.8,841.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
49/64 Fitzroy Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.1,$430 per week,1738.8,6283.4,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
515/9 Earl Street Carlton VIC 3053,3053,Studio,1,1,0,0.6,$260 per week,1079.0,1228.6,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
765 Warrigal Rd Bentleigh East VIC 3165,3165,House,1,1,1,0.9,$300 per week,1598.9,19553.9,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
4/18-30 Grey Street East Melbourne VIC 3002,3002,Apartment / Unit / Flat,1,1,1,0.5,$380pw/$1651pcm,677.8,2882.0,5563.0,5334.0,5113.0,4902.0,76940,79784,82733,85791
3/25 Shepparson Avenue Carnegie VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.3,$340 per week,940.2,14927.8,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
211/50 Barry Street Carlton VIC 3053,3053,Studio,1,1,0,0.8,$270.00 per week,1146.9,1440.5,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
4/45 Park Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.6,$645 per week,1165.3,4177.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
215/1728 Dandenong Road Clayton VIC 3168,3168,Apartment / Unit / Flat,1,1,0,0.2,$275 per week,1741.2,22690.4,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667
8/3 Holmes Street Brunswick East VIC 3057,3057,Apartment / Unit / Flat,1,1,0,0.6,$265 per week,1292.7,6222.4,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795
404/70 Batesford Road Chadstone VIC 3148,3148,Apartment / Unit / Flat,1,1,1,1.1,$390.00,399.5,17293.6,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148
16/2A Brougham Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.6,$420 per week,786.6,4394.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
44/189 Beaconsfield Parade Middle Park VIC 3206,3206,Apartment / Unit / Flat,1,1,1,0.4,$495.00 per week,4715.0,5675.8,16589.0,15958.0,15351.0,14767.0,69950,71006,72078,73166
2/272 Nott Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,1,1,1,0.5,$550 per week,2946.2,3949.0,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021
46/73 River Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.4,$425 per week,1277.3,5372.0,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
8/8 Cardigan Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,1,1.0,$380.00,1422.5,8084.4,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
G02/5 Dudley Street Caulfield East VIC 3145,3145,Apartment / Unit / Flat,1,1,0,1.1,$305 per week,1050.5,13325.9,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
1603/601 Little Lonsdale Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.9,$450.00,473.8,1052.5,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
2/156 Aberdeen Street Geelong West VIC 3218,3218,Apartment / Unit / Flat,1,1,1,0.2,$250 per week,2128.4,77030.3,19644.0,19858.0,20074.0,20294.0,132079,138025,144254,150781
CP3113/22-24 Jane Bell Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,1,1.0,$70 per week,844.8,805.8,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
5/23 Wilgah Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,1,1.0,$340 per week,1697.1,8628.8,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
18/26 Lansdowne Road St Kilda VIC 3182,3182,Studio,1,1,1,1.1,$220 per week,2047.8,8305.6,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
712/68 Wests Road Maribyrnong VIC 3032,3032,Apartment / Unit / Flat,1,1,1,1.2,$360.00,4638.5,9866.6,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082
1802/3-5 St Kilda Road St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,0,1.1,$420 per week,1461.0,6005.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
303/11 Hoddle Street Collingwood VIC 3066,3066,Apartment / Unit / Flat,1,1,1,0.6,$390.00,823.7,3395.8,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609
5/1 Lawson Grove South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,1.0,$270.00,1064.3,4531.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
207/2 Willis Lane Hampton East VIC 3188,3188,Apartment / Unit / Flat,1,1,0,0.5,$320 pw,837.5,16183.6,18729.0,18322.0,17925.0,17535.0,69155,71195,73295,75457
17/26 Lansdowne Road St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,1,1.1,$300 per week,2047.8,8305.6,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
G17/33 Judd Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.5,$450 per week,1106.1,3674.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
Room 5/25-29 Orpington Crescent Marshall VIC 3216,3216,House,1,1,0,0.7,$219.00,621.8,89178.1,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432
1104/155 Franklin Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.2,$460 per week,584.2,877.7,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
5/77 Westbury Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,1,0.8,$360.00,1015.1,7593.2,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637
48/11-13 Cooma Street Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.1,$235 per week,698.9,10273.9,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
6/436 Ryrie Street East Geelong VIC 3219,3219,Apartment / Unit / Flat,1,1,1,0.4,$350 - Semi Furnished Unit,2442.2,80468.1,13554.0,13456.0,13358.0,13262.0,112944,117261,121768,126475
4/8 The Avenue Windsor VIC 3181,3181,Apartment / Unit / Flat,1,1,1,0.2,$440 weekly,1473.1,7224.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504
208/4 Acacia Place Abbotsford VIC 3067,3067,Apartment / Unit / Flat,1,1,1,0.7,$550 per week,2574.1,4901.8,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
214/51 Gordon Street Footscray VIC 3011,3011,Apartment / Unit / Flat,1,1,0,0.4,$200 per week,1775.2,8312.5,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059
19/390 Burwood Highway Burwood VIC 3125,3125,Apartment / Unit / Flat,1,1,0,1.8,$230,3381.7,17604.8,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006
2 Wallflower Close Craigieburn VIC 3064,3064,Townhouse,1,1,1,0.5,$315 per week,5232.1,37667.4,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708
112/43 High Street Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.6,$370.00 per week,944.0,9257.3,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505
Boat/Berth 5299 Safety Beach VIC 3936,3936,Apartment / Unit / Flat,1,1,0,2.3,$650 per month,19775.4,82174.9,13380.0,13629.0,13883.0,14142.0,46669,46695,46721,46747
24/82 Beaconsfield Parade Albert Park VIC 3206,3206,Apartment / Unit / Flat,1,1,1,0.3,$270 per week,4525.3,5528.1,16589.0,15958.0,15351.0,14767.0,69950,71006,72078,73166
1/4 St. Bernards Road Alphington VIC 3078,3078,Apartment / Unit / Flat,1,1,0,0.3,$330,1010.9,10276.1,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752
27A Ann Street Geelong West VIC 3218,3218,Apartment / Unit / Flat,1,1,1,0.6,$280,3281.5,75692.3,19644.0,19858.0,20074.0,20294.0,132079,138025,144254,150781
5/559 Glen Huntly Rd Elsternwick VIC 3185,3185,Apartment / Unit / Flat,1,1,1,0.8,$365 per week,979.7,11379.8,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996
6/40 Victoria Avenue Springvale VIC 3171,3171,Apartment / Unit / Flat,1,1,1,1.6,$300 wk,930.2,28440.0,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435
3/36 Browns Rd Bentleigh East VIC 3165,3165,Apartment / Unit / Flat,1,1,0,0.8,$350,1838.8,19020.6,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242
53B/116-130 Main Drive Macleod VIC 3085,3085,Studio,1,1,0,0.8,$200 per week,3272.0,16348.5,14992.0,14668.0,14352.0,14045.0,115582,119258,123055,126977
5/25 Spencer St Northcote VIC 3070,3070,Block of Units,1,1,1,0.8,$340 per week pw,668.1,7361.5,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865
T512/348 St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,1,1,0,1.3,$360.00,1481.4,2675.6,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826
313/24 Barkly Place Carlton VIC 3053,3053,Studio,1,1,0,0.7,$270 per week,1302.4,1596.0,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
11/36 Woornack Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.9,$300.00 per week,1603.6,16006.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401
107/363 Beaconsfield Parade St Kilda West VIC 3182,3182,Apartment / Unit / Flat,1,1,0,0.5,$320.00 per week,2302.4,7461.7,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747
909/91 Galada Street Parkville VIC 3052,3052,Apartment / Unit / Flat,1,1,1,0.6,$440,1334.0,4873.3,7259.0,6616.0,6030.0,5496.0,55181,58233,61454,64853
503/75 Wellington Street Collingwood VIC 3066,3066,Apartment / Unit / Flat,1,1,1,0.2,$465,1137.9,2714.3,11091.0,10881.0,10675.0,10473.0,77145,81693,86509,91609
57/243 Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.6,$400 per week,1020.1,846.9,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
8/1086 Lygon Street Carlton North VIC 3054,3054,Apartment / Unit / Flat,1,1,1,0.3,$380.00,1648.1,4086.2,8407.0,8006.0,7624.0,7261.0,68727,71919,75259,78754
3310B/100 Harbour Esplanade Docklands VIC 3008,3008,Apartment / Unit / Flat,1,1,0,2.5,$400 p/week furnished,336.8,2424.5,13913.0,13061.0,12261.0,11510.0,47373,46618,45875,45144
6/40 Millswyn Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.7,$415.00,1327.7,4019.7,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286
105/24 Barkly Place Carlton VIC 3053,3053,Studio,1,1,0,0.7,$260 per week,1302.4,1596.0,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
106/119 Turner Street Abbotsford VIC 3067,3067,Apartment / Unit / Flat,1,1,1,1.0,$440 per week,1270.8,4795.3,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871
515/24 Barkly Place Carlton VIC 3053,3053,Studio,1,1,0,0.7,$280 per week,1302.4,1596.0,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118
1/2 Hortense Street Maribyrnong VIC 3032,3032,Apartment / Unit / Flat,1,1,1,1.2,$265.00,3746.3,9020.5,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082
2002/81 A'Beckett Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,1.1,$500/w & Whitegoods Included,283.7,577.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
711/422 Collins Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,2.3,$400 per week,1103.0,999.2,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077
11/12 Forrest Street Sunshine VIC 3020,3020,Apartment / Unit / Flat,1,1,1,0.6,$220.00,854.2,14105.9,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885
61C Fordholm Road Hampton Park VIC 3976,3976,Apartment / Unit / Flat,1,1,0,0.1,"$330pw | $1,434pcm",2662.7,42015.2,25782.0,24935.0,24116.0,23325.0,56688,59027,61463,64000
410/5 Dudley Street Caulfield East VIC 3145,3145,Apartment / Unit / Flat,1,1,0,1.1,$305 per week,1050.5,13325.9,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307
5/19 Bellevue Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,0,0.2,$295.00,1365.9,6474.2,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
2/19 Bellevue Street Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,1,0.2,$295.00,1365.9,6474.2,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413
